id_konsultasi,tgl_booking,id_klien,nama_klien,domisili_kota,kode_layanan,nama_layanan,kategori_layanan,biaya_jasa,durasi_menit,id_konsultan,nama_konsultan,kanal_sesi,skor_kepuasan_klien_1_5,status_penyelesaian,diskon_promo_voucher
ADV-SRV-2030680,2025-10-18 17:38:00,KLN-697,Bpk. Khadijah Nugroho,Surabaya,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030681,2025-06-12 18:11:00,KLN-1590,Keluarga Aisyah Hidayat,Tangerang Selatan,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,4,Dalam Proses Analisis,0
ADV-SRV-2030682,2025-03-23 20:28:00,KLN-1495,Bpk. Muhammad Utami,Yogyakarta,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030683,2025-10-08 14:30:00,KLN-419,Bpk. Ali Santoso,Bandung,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030684,2025-07-17 11:56:00,KLN-532,Keluarga Ali Maulana,Singapura (Online),SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,100000
ADV-SRV-2030685,2025-12-03 13:25:00,KLN-547,Keluarga Fatimah Santoso,Yogyakarta,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030686,2025-03-17 16:20:00,KLN-870,Bpk. Maryam Utami,Bandung,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,3,Selesai & Laporan Terbit,0
ADV-SRV-2030687,2025-01-07 14:45:00,KLN-857,Bpk. Maryam Pratama,Bogor,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,4,Selesai & Laporan Terbit,0
ADV-SRV-2030688,2025-05-28 12:33:00,KLN-514,Ibu Ilham Saputra,Yogyakarta,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030689,2025-03-21 19:31:00,KLN-1350,Bpk. Khadijah Wijaya,Yogyakarta,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Dalam Proses Analisis,500000
ADV-SRV-2030690,2025-07-29 09:00:00,KLN-1802,Bpk. Putri Suryono,Bandung,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Dalam Proses Analisis,0
ADV-SRV-2030691,2025-08-18 18:28:00,KLN-1795,Keluarga Muhammad Hidayat,Bekasi,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,250000
ADV-SRV-2030692,2025-11-23 10:45:00,KLN-469,Bpk. Hana Hidayat,Tangerang Selatan,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,250000
ADV-SRV-2030693,2025-03-23 15:14:00,KLN-293,Ibu Maryam Santoso,Tangerang Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030694,2025-05-19 16:09:00,KLN-626,Bpk. Dina Suryono,Bandung,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,250000
ADV-SRV-2030695,2025-12-17 16:29:00,KLN-215,Bpk. Dina Utami,Depok,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2030696,2025-07-03 19:37:00,KLN-1644,Ibu Umar Ramadhan,Surabaya,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,500000
ADV-SRV-2030697,2025-10-10 20:57:00,KLN-858,Keluarga Ahmad Utami,Singapura (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,250000
ADV-SRV-2030698,2025-01-25 09:20:00,KLN-378,Keluarga Ilham Wijaya,Bogor,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,3,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030699,2025-07-03 18:43:00,KLN-146,Ibu Fikri Maulana,Bandung,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030700,2025-03-11 19:36:00,KLN-945,Keluarga Khadijah Ramadhan,Bekasi,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2030701,2025-09-04 12:15:00,KLN-677,Keluarga Rizky Hakim,Surabaya,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2030702,2025-07-18 09:22:00,KLN-1796,Bpk. Rizky Suryono,Depok,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030703,2025-12-17 16:13:00,KLN-720,Keluarga Umar Utami,Depok,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2030704,2025-06-30 15:13:00,KLN-894,Keluarga Safira Pratama,Jakarta Selatan,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,0
ADV-SRV-2030705,2025-09-03 12:20:00,KLN-1777,Ibu Rizky Hidayat,Bogor,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,5,Dalam Proses Analisis,0
ADV-SRV-2030706,2025-04-22 18:17:00,KLN-140,Keluarga Laila Hakim,Depok,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,500000
ADV-SRV-2030707,2025-06-01 12:18:00,KLN-1273,Keluarga Taufiq Wijaya,Singapura (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,500000
ADV-SRV-2030708,2025-11-01 15:58:00,KLN-887,Ibu Fikri Wijaya,Yogyakarta,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030709,2025-07-30 11:56:00,KLN-336,Bpk. Rania Lestari,Kuala Lumpur (Online),SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,1,Jadwal Ulang (Rescheduled),500000
ADV-SRV-2030710,2025-03-01 16:12:00,KLN-958,Bpk. Farhan Hakim,Yogyakarta,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2030711,2025-09-21 17:30:00,KLN-1668,Bpk. Rafi Maulana,Yogyakarta,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,4,Selesai & Laporan Terbit,100000
ADV-SRV-2030712,2025-01-21 17:47:00,KLN-1945,Bpk. Hasan Nugroho,Bandung,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,250000
ADV-SRV-2030713,2025-09-03 20:22:00,KLN-1651,Bpk. Ali Nugroho,Bandung,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,0
ADV-SRV-2030714,2025-06-09 08:34:00,KLN-982,Keluarga Zaid Ramadhan,Tangerang Selatan,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,250000
ADV-SRV-2030715,2025-07-05 18:04:00,KLN-1194,Bpk. Rania Pratama,Bandung,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,250000
ADV-SRV-2030716,2025-12-28 07:17:00,KLN-285,Keluarga Dina Ramadhan,Singapura (Online),SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,3,Selesai & Laporan Terbit,0
ADV-SRV-2030717,2025-10-14 12:01:00,KLN-1251,Bpk. Taufiq Santoso,Kuala Lumpur (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2030718,2025-10-22 10:27:00,KLN-954,Bpk. Zahra Nugroho,Depok,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,0
ADV-SRV-2030719,2025-12-24 10:52:00,KLN-1049,Bpk. Harun Ramadhan,Surabaya,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Dalam Proses Analisis,0
ADV-SRV-2030720,2025-11-22 14:00:00,KLN-170,Ibu Danang Suryono,Singapura (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2030721,2025-03-14 15:54:00,KLN-776,Ibu Laila Utami,Bekasi,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2030722,2025-12-02 17:09:00,KLN-222,Ibu Zahra Kusuma,Singapura (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),500000
ADV-SRV-2030723,2025-08-01 07:28:00,KLN-181,Keluarga Ali Pratama,Surabaya,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2030724,2025-12-18 16:36:00,KLN-1273,Keluarga Putri Kusuma,Bogor,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030725,2025-02-06 20:37:00,KLN-1687,Keluarga Taufiq Hidayat,Singapura (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,1,Jadwal Ulang (Rescheduled),100000
ADV-SRV-2030726,2025-04-17 11:21:00,KLN-1488,Bpk. Umar Suryono,Depok,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030727,2025-06-06 15:46:00,KLN-1171,Keluarga Zahra Santoso,Bandung,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,500000
ADV-SRV-2030728,2025-10-30 08:22:00,KLN-1164,Keluarga Safira Saputra,Singapura (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030729,2025-01-22 15:42:00,KLN-1022,Bpk. Zahra Hidayat,Singapura (Online),SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030730,2025-07-24 16:56:00,KLN-737,Bpk. Nisa Santoso,Bogor,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),100000
ADV-SRV-2030731,2025-02-18 20:00:00,KLN-425,Keluarga Farhan Hidayat,Yogyakarta,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Dalam Proses Analisis,500000
ADV-SRV-2030732,2025-09-19 11:01:00,KLN-1715,Ibu Ali Pratama,Jakarta Selatan,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030733,2025-01-04 07:46:00,KLN-254,Bpk. Ahmad Suryono,Depok,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2030734,2025-03-24 07:33:00,KLN-1786,Bpk. Umar Lestari,Kuala Lumpur (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030735,2025-08-01 21:26:00,KLN-329,Keluarga Harun Maulana,Tangerang Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,2,Selesai & Laporan Terbit,250000
ADV-SRV-2030736,2025-09-27 20:21:00,KLN-983,Ibu Zaid Hakim,Bekasi,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,4,Selesai & Laporan Terbit,0
ADV-SRV-2030737,2025-03-25 08:39:00,KLN-730,Bpk. Rania Pratama,Depok,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2030738,2025-01-06 10:33:00,KLN-1008,Ibu Danang Utami,Yogyakarta,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,3,Selesai & Laporan Terbit,500000
ADV-SRV-2030739,2025-10-11 14:07:00,KLN-1066,Bpk. Ahmad Firmansyah,Tangerang Selatan,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030740,2025-10-17 09:49:00,KLN-224,Bpk. Nurul Suryono,Singapura (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,100000
ADV-SRV-2030741,2025-12-17 16:35:00,KLN-1074,Ibu Rizky Ramadhan,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030742,2025-02-03 18:48:00,KLN-334,Keluarga Fatimah Firmansyah,Bandung,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2030743,2025-04-13 09:38:00,KLN-210,Keluarga Ahmad Nugroho,Jakarta Selatan,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030744,2025-10-09 12:58:00,KLN-975,Ibu Ilham Utami,Kuala Lumpur (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,3,Selesai & Laporan Terbit,0
ADV-SRV-2030745,2025-04-29 12:57:00,KLN-861,Ibu Fikri Pratama,Depok,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,0
ADV-SRV-2030746,2025-11-14 16:29:00,KLN-517,Keluarga Dina Kusuma,Kuala Lumpur (Online),SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,4,Selesai & Laporan Terbit,0
ADV-SRV-2030747,2025-06-16 15:49:00,KLN-1475,Keluarga Hana Ramadhan,Bogor,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,0
ADV-SRV-2030748,2025-08-14 10:58:00,KLN-1851,Keluarga Nurul Utami,Yogyakarta,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030749,2025-08-16 13:43:00,KLN-337,Bpk. Salma Hidayat,Yogyakarta,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,250000
ADV-SRV-2030750,2025-01-04 20:17:00,KLN-1179,Keluarga Nisa Wijaya,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,100000
ADV-SRV-2030751,2025-06-20 17:09:00,KLN-397,Ibu Dina Kusuma,Singapura (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2030752,2025-11-19 07:44:00,KLN-1769,Bpk. Laila Nugroho,Kuala Lumpur (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030753,2025-08-21 18:45:00,KLN-1626,Bpk. Taufiq Nugroho,Jakarta Selatan,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,100000
ADV-SRV-2030754,2025-01-11 20:04:00,KLN-1052,Bpk. Rizky Utami,Bekasi,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030755,2025-01-17 18:39:00,KLN-931,Bpk. Khadijah Ramadhan,Bandung,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,500000
ADV-SRV-2030756,2025-11-01 07:08:00,KLN-756,Keluarga Khadijah Lestari,Singapura (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2030757,2025-11-06 12:57:00,KLN-1597,Keluarga Taufiq Lestari,Bogor,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,500000
ADV-SRV-2030758,2025-04-17 17:49:00,KLN-375,Bpk. Aisyah Firmansyah,Tangerang Selatan,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,4,Selesai & Laporan Terbit,250000
ADV-SRV-2030759,2025-04-10 12:17:00,KLN-1063,Keluarga Harun Hidayat,Surabaya,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,3,Selesai & Laporan Terbit,0
ADV-SRV-2030760,2025-10-22 21:49:00,KLN-989,Keluarga Fatimah Ramadhan,Depok,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Jadwal Ulang (Rescheduled),100000
ADV-SRV-2030761,2025-04-04 10:09:00,KLN-667,Keluarga Hasan Ramadhan,Jakarta Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030762,2025-09-06 15:29:00,KLN-800,Ibu Nisa Lestari,Tangerang Selatan,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2030763,2025-05-12 15:54:00,KLN-1843,Ibu Zaid Ramadhan,Tangerang Selatan,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2030764,2025-12-28 20:46:00,KLN-320,Ibu Zaid Utami,Bandung,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2030765,2025-10-19 10:25:00,KLN-876,Keluarga Safira Kusuma,Depok,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,4,Dalam Proses Analisis,0
