id_bayar,nis_santri,nama_santri,tingkat,jurusan,kamar_asrama,tgl_bayar,kode_pos_biaya,nama_pos_biaya,nominal_tagihan,nominal_dibayar,status_bayar,metode_bayar,nama_wali,kategori_beasiswa
BYR-PSN-20255856,NIS-24645,Umar Pratama,SMK,RPL,Gedung Umar bin Khattab Kamar 234,2025-02-10 12:23:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Lunas (Potongan 50%),Virtual Account BSI,H. Danang Maulana,Beasiswa Prestasi 50%
BYR-PSN-20255857,NIS-25508,Farhan Utami,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 182,2025-03-15 13:55:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,937500,Lunas (Potongan 25%),QRIS Pendidikan,H. Ibrahim Santoso,Keringanan Khusus 25%
BYR-PSN-20255858,NIS-24404,Umar Firmansyah,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 273,2025-12-16 19:09:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Hasan Utami,Beasiswa Prestasi 50%
BYR-PSN-20255859,NIS-25909,Farhan Wijaya,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 167,2025-03-04 17:20:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Lunas (Potongan 50%),Tunai Bendahara,H. Muhammad Maulana,Beasiswa Prestasi 50%
BYR-PSN-20255860,NIS-24046,Danang Kusuma,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 130,2025-05-29 12:34:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Transfer Bank Muamalat,H. Danang Nugroho,Reguler (Mandiri)
BYR-PSN-20255861,NIS-24525,Ibrahim Wijaya,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 274,2025-02-07 16:48:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,100000,Lunas (Potongan 50%),Virtual Account BSI,H. Rizky Utami,Beasiswa Prestasi 50%
BYR-PSN-20255862,NIS-24458,Fikri Firmansyah,Persiapan,MAT,Gedung Utsman bin Affan Kamar 189,2025-11-14 12:02:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account Bank Syariah,H. Danang Maulana,Reguler (Mandiri)
BYR-PSN-20255863,NIS-25901,Ibrahim Hakim,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 153,2025-12-03 08:04:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Transfer Bank Muamalat,H. Ahmad Wijaya,Reguler (Mandiri)
BYR-PSN-20255864,NIS-25215,Danang Ramadhan,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 110,2025-10-05 10:32:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Transfer Bank Muamalat,H. Hasan Wijaya,Reguler (Mandiri)
BYR-PSN-20255865,NIS-25660,Harun Firmansyah,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 306,2025-12-13 17:49:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,0,Lunas Beasiswa Penuh,Transfer Bank Muamalat,H. Umar Maulana,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20255866,NIS-23832,Ahmad Maulana,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 241,2025-02-09 18:12:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,0,Lunas Beasiswa Penuh,Virtual Account Bank Syariah,H. Ali Utami,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20255867,NIS-23131,Ahmad Hakim,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 218,2025-10-09 15:44:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Virtual Account BSI,H. Umar Firmansyah,Reguler (Mandiri)
BYR-PSN-20255868,NIS-23746,Hasan Maulana,SMK,DKV,Gedung Utsman bin Affan Kamar 148,2025-12-17 16:55:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,25000,Lunas (Potongan 50%),Virtual Account BSI,H. Rafi Hakim,Beasiswa Prestasi 50%
BYR-PSN-20255869,NIS-23566,Ahmad Saputra,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 246,2025-02-13 14:38:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Transfer Bank Muamalat,H. Umar Ramadhan,Reguler (Mandiri)
BYR-PSN-20255870,NIS-25319,Danang Lestari,SMK,DKV,Gedung Umar bin Khattab Kamar 186,2025-10-03 07:09:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Ali Maulana,Beasiswa Prestasi 50%
BYR-PSN-20255871,NIS-25533,Fikri Pratama,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 124,2025-05-05 11:03:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Tunai Bendahara,H. Taufiq Firmansyah,Reguler (Mandiri)
BYR-PSN-20255872,NIS-24298,Zaid Santoso,SMK,TKJ,Gedung Umar bin Khattab Kamar 273,2025-12-01 14:48:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,QRIS Pendidikan,H. Danang Hidayat,Reguler (Mandiri)
BYR-PSN-20255873,NIS-25299,Ibrahim Lestari,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 136,2025-11-08 07:13:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Transfer Bank Muamalat,H. Rafi Suryono,Reguler (Mandiri)
BYR-PSN-20255874,NIS-23214,Ali Ramadhan,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 261,2025-07-01 11:07:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account Bank Syariah,H. Rafi Saputra,Reguler (Mandiri)
BYR-PSN-20255875,NIS-24483,Taufiq Saputra,Persiapan,MAT,Gedung Umar bin Khattab Kamar 166,2025-03-29 11:59:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Tunai Bendahara,H. Harun Nugroho,Reguler (Mandiri)
BYR-PSN-20255876,NIS-23729,Ilham Santoso,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 118,2025-07-04 11:12:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Virtual Account BSI,H. Ahmad Wijaya,Reguler (Mandiri)
BYR-PSN-20255877,NIS-23033,Ahmad Wijaya,SMK,RPL,Gedung Umar bin Khattab Kamar 173,2025-02-02 20:28:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Lunas (Potongan 50%),Tunai Bendahara,H. Rizky Hakim,Beasiswa Prestasi 50%
BYR-PSN-20255878,NIS-25406,Muhammad Firmansyah,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 117,2025-10-25 10:51:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Transfer Bank Muamalat,H. Harun Lestari,Reguler (Mandiri)
BYR-PSN-20255879,NIS-25399,Umar Pratama,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 219,2025-10-03 21:48:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Tunai Bendahara,H. Fikri Suryono,Reguler (Mandiri)
BYR-PSN-20255880,NIS-23245,Harun Nugroho,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 302,2025-05-30 20:25:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account Bank Syariah,H. Muhammad Lestari,Reguler (Mandiri)
BYR-PSN-20255881,NIS-23424,Ilham Hakim,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 136,2025-08-28 17:40:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account BSI,H. Ilham Suryono,Reguler (Mandiri)
BYR-PSN-20255882,NIS-24204,Ibrahim Utami,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 267,2025-02-10 10:14:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account Bank Syariah,H. Ilham Suryono,Reguler (Mandiri)
BYR-PSN-20255883,NIS-25583,Taufiq Wijaya,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 276,2025-12-20 11:20:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,0,Lunas Beasiswa Penuh,Transfer Bank Muamalat,H. Hasan Utami,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20255884,NIS-25131,Harun Nugroho,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 212,2025-06-05 21:29:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Rafi Pratama,Reguler (Mandiri)
BYR-PSN-20255885,NIS-24668,Taufiq Nugroho,Persiapan,MAT,Gedung Utsman bin Affan Kamar 138,2025-03-02 13:01:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Virtual Account Bank Syariah,H. Ahmad Saputra,Reguler (Mandiri)
BYR-PSN-20255886,NIS-23046,Farhan Nugroho,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 107,2025-05-30 15:15:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Transfer Bank Muamalat,H. Ilham Kusuma,Reguler (Mandiri)
BYR-PSN-20255887,NIS-24095,Ali Santoso,SMK,DKV,Gedung Utsman bin Affan Kamar 239,2025-03-09 11:34:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Virtual Account BSI,H. Ahmad Hidayat,Reguler (Mandiri)
BYR-PSN-20255888,NIS-24367,Zaid Maulana,Persiapan,MAT,Gedung Umar bin Khattab Kamar 222,2025-10-02 16:56:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account BSI,H. Ibrahim Santoso,Reguler (Mandiri)
BYR-PSN-20255889,NIS-24088,Taufiq Suryono,SMK,TKJ,Gedung Umar bin Khattab Kamar 272,2025-10-21 19:37:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Ibrahim Hidayat,Beasiswa Prestasi 50%
BYR-PSN-20255890,NIS-25344,Zaid Utami,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 189,2025-04-30 20:03:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account BSI,H. Rafi Lestari,Reguler (Mandiri)
BYR-PSN-20255891,NIS-25472,Rizky Pratama,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 130,2025-01-25 10:58:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Tunai Bendahara,H. Umar Maulana,Reguler (Mandiri)
BYR-PSN-20255892,NIS-23198,Ibrahim Utami,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 303,2025-09-18 18:56:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Tunai Bendahara,H. Muhammad Firmansyah,Reguler (Mandiri)
BYR-PSN-20255893,NIS-24507,Hasan Suryono,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 289,2025-07-02 17:21:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,0,Lunas Beasiswa Penuh,Virtual Account BSI,H. Umar Hidayat,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20255894,NIS-23761,Zaid Ramadhan,Persiapan,MAT,Gedung Utsman bin Affan Kamar 106,2025-05-17 15:51:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Tunai Bendahara,H. Taufiq Kusuma,Reguler (Mandiri)
BYR-PSN-20255895,NIS-24569,Fikri Lestari,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 116,2025-01-07 07:10:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Tunai Bendahara,H. Fikri Suryono,Reguler (Mandiri)
BYR-PSN-20255896,NIS-24159,Danang Wijaya,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 229,2025-07-23 11:18:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account Bank Syariah,H. Harun Maulana,Reguler (Mandiri)
BYR-PSN-20255897,NIS-23506,Muhammad Wijaya,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 304,2025-09-14 16:22:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account Bank Syariah,H. Muhammad Pratama,Reguler (Mandiri)
BYR-PSN-20255898,NIS-24818,Hasan Lestari,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 221,2025-01-20 21:13:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,QRIS Pendidikan,H. Ibrahim Utami,Reguler (Mandiri)
BYR-PSN-20255899,NIS-25677,Muhammad Ramadhan,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 190,2025-06-25 12:17:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Zaid Saputra,Reguler (Mandiri)
BYR-PSN-20255900,NIS-23049,Fikri Saputra,Persiapan,MAT,Gedung Utsman bin Affan Kamar 104,2025-01-25 19:45:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1125000,Lunas (Potongan 25%),QRIS Pendidikan,H. Taufiq Pratama,Keringanan Khusus 25%
BYR-PSN-20255901,NIS-25995,Danang Utami,Persiapan,MAT,Gedung Utsman bin Affan Kamar 183,2025-12-01 20:23:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Ilham Santoso,Beasiswa Prestasi 50%
BYR-PSN-20255902,NIS-25357,Taufiq Lestari,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 146,2025-04-21 18:00:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,QRIS Pendidikan,H. Ibrahim Kusuma,Reguler (Mandiri)
BYR-PSN-20255903,NIS-24283,Taufiq Santoso,SMK,TKJ,Gedung Umar bin Khattab Kamar 304,2025-03-30 14:52:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account BSI,H. Hasan Ramadhan,Reguler (Mandiri)
BYR-PSN-20255904,NIS-24473,Zaid Maulana,Persiapan,MAT,Gedung Umar bin Khattab Kamar 262,2025-07-29 11:46:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Taufiq Ramadhan,Beasiswa Prestasi 50%
BYR-PSN-20255905,NIS-24110,Taufiq Ramadhan,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 295,2025-10-17 11:05:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,112500,Lunas (Potongan 25%),QRIS Pendidikan,H. Danang Wijaya,Keringanan Khusus 25%
BYR-PSN-20255906,NIS-23329,Ali Suryono,SMK,DKV,Gedung Utsman bin Affan Kamar 278,2025-02-11 13:49:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Tunai Bendahara,H. Rizky Hakim,Reguler (Mandiri)
BYR-PSN-20255907,NIS-25979,Rafi Lestari,SMK,DKV,Gedung Umar bin Khattab Kamar 157,2025-04-04 12:57:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account BSI,H. Harun Nugroho,Reguler (Mandiri)
BYR-PSN-20255908,NIS-23826,Rizky Saputra,SMK,TKJ,Gedung Utsman bin Affan Kamar 296,2025-01-15 20:16:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Tunai Bendahara,H. Taufiq Kusuma,Reguler (Mandiri)
BYR-PSN-20255909,NIS-25499,Ibrahim Saputra,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 292,2025-10-21 07:36:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Tunggakan Sebagian,QRIS Pendidikan,H. Danang Nugroho,Reguler (Mandiri)
BYR-PSN-20255910,NIS-25889,Danang Nugroho,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 297,2025-02-27 14:39:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),Virtual Account BSI,H. Farhan Firmansyah,Beasiswa Prestasi 50%
BYR-PSN-20255911,NIS-25404,Muhammad Suryono,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 212,2025-01-16 21:00:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Transfer Bank Muamalat,H. Rafi Kusuma,Reguler (Mandiri)
BYR-PSN-20255912,NIS-23056,Ahmad Kusuma,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 210,2025-02-27 16:45:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Tunai Bendahara,H. Ibrahim Wijaya,Reguler (Mandiri)
BYR-PSN-20255913,NIS-25318,Muhammad Saputra,SMK,RPL,Gedung Utsman bin Affan Kamar 233,2025-12-12 15:53:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Hasan Utami,Reguler (Mandiri)
BYR-PSN-20255914,NIS-25598,Rizky Nugroho,SMK,TKJ,Gedung Umar bin Khattab Kamar 127,2025-11-03 10:24:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,150000,Lunas (Potongan 25%),Tunai Bendahara,H. Danang Wijaya,Keringanan Khusus 25%
BYR-PSN-20255915,NIS-24846,Umar Lestari,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 234,2025-04-26 10:50:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Umar Ramadhan,Beasiswa Prestasi 50%
BYR-PSN-20255916,NIS-23263,Danang Maulana,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 245,2025-03-22 19:09:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account BSI,H. Ilham Wijaya,Reguler (Mandiri)
BYR-PSN-20255917,NIS-23709,Ahmad Lestari,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 307,2025-01-05 17:57:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,QRIS Pendidikan,H. Muhammad Pratama,Reguler (Mandiri)
BYR-PSN-20255918,NIS-25912,Ibrahim Suryono,Persiapan,MAT,Gedung Umar bin Khattab Kamar 151,2025-07-02 18:46:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account Bank Syariah,H. Ahmad Saputra,Reguler (Mandiri)
BYR-PSN-20255919,NIS-23930,Ibrahim Maulana,SMK,TKJ,Gedung Umar bin Khattab Kamar 178,2025-07-21 21:00:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Transfer Bank Muamalat,H. Muhammad Utami,Reguler (Mandiri)
BYR-PSN-20255920,NIS-23866,Ahmad Nugroho,Persiapan,MAT,Gedung Umar bin Khattab Kamar 193,2025-11-30 20:56:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Transfer Bank Muamalat,H. Rafi Lestari,Reguler (Mandiri)
BYR-PSN-20255921,NIS-24745,Ilham Utami,SMK,DKV,Gedung Umar bin Khattab Kamar 186,2025-02-14 10:42:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,QRIS Pendidikan,H. Ibrahim Hidayat,Reguler (Mandiri)
BYR-PSN-20255922,NIS-23287,Farhan Ramadhan,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 133,2025-10-18 19:08:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,QRIS Pendidikan,H. Muhammad Nugroho,Reguler (Mandiri)
BYR-PSN-20255923,NIS-25416,Rafi Kusuma,SMK,DKV,Gedung Utsman bin Affan Kamar 194,2025-03-29 20:35:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Tunggakan Sebagian,Virtual Account BSI,H. Danang Suryono,Reguler (Mandiri)
BYR-PSN-20255924,NIS-23929,Ahmad Firmansyah,Persiapan,MAT,Gedung Umar bin Khattab Kamar 249,2025-04-14 21:37:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Transfer Bank Muamalat,H. Umar Lestari,Reguler (Mandiri)
BYR-PSN-20255925,NIS-24658,Rafi Utami,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 158,2025-12-07 09:42:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,QRIS Pendidikan,H. Ahmad Suryono,Reguler (Mandiri)
BYR-PSN-20255926,NIS-23780,Farhan Hidayat,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 284,2025-07-30 11:05:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Tunai Bendahara,H. Umar Lestari,Reguler (Mandiri)
BYR-PSN-20255927,NIS-25185,Rizky Pratama,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 156,2025-11-05 20:04:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Tunai Bendahara,H. Ali Pratama,Reguler (Mandiri)
BYR-PSN-20255928,NIS-24004,Zaid Suryono,SMK,DKV,Gedung Utsman bin Affan Kamar 169,2025-12-14 10:18:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),Virtual Account BSI,H. Umar Ramadhan,Beasiswa Prestasi 50%
BYR-PSN-20255929,NIS-25693,Ibrahim Utami,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 178,2025-12-05 09:46:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Zaid Hidayat,Beasiswa Prestasi 50%
BYR-PSN-20255930,NIS-23586,Hasan Maulana,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 224,2025-09-24 18:24:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Tunggakan Sebagian,Virtual Account BSI,H. Taufiq Santoso,Reguler (Mandiri)
BYR-PSN-20255931,NIS-24232,Hasan Firmansyah,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 266,2025-01-06 08:03:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account Bank Syariah,H. Rafi Ramadhan,Reguler (Mandiri)
BYR-PSN-20255932,NIS-23976,Rizky Ramadhan,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 141,2025-06-17 12:14:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Taufiq Wijaya,Reguler (Mandiri)
BYR-PSN-20255933,NIS-24322,Zaid Firmansyah,Persiapan,MAT,Gedung Utsman bin Affan Kamar 214,2025-02-23 09:35:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Transfer Bank Muamalat,H. Rafi Suryono,Reguler (Mandiri)
BYR-PSN-20255934,NIS-25906,Muhammad Suryono,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 269,2025-06-21 14:10:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Tunai Bendahara,H. Fikri Hakim,Reguler (Mandiri)
BYR-PSN-20255935,NIS-25436,Umar Wijaya,SMK,DKV,Gedung Utsman bin Affan Kamar 140,2025-04-11 13:41:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,QRIS Pendidikan,H. Fikri Hakim,Reguler (Mandiri)
BYR-PSN-20255936,NIS-25958,Muhammad Hidayat,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 260,2025-10-14 16:23:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account BSI,H. Farhan Hakim,Reguler (Mandiri)
BYR-PSN-20255937,NIS-23412,Hasan Suryono,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 158,2025-08-20 19:51:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,QRIS Pendidikan,H. Taufiq Saputra,Reguler (Mandiri)
BYR-PSN-20255938,NIS-24821,Taufiq Kusuma,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 197,2025-08-12 14:13:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,QRIS Pendidikan,H. Muhammad Hidayat,Reguler (Mandiri)
BYR-PSN-20255939,NIS-24442,Ilham Kusuma,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 162,2025-10-08 20:02:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,112500,Lunas (Potongan 25%),Virtual Account BSI,H. Ibrahim Saputra,Keringanan Khusus 25%
BYR-PSN-20255940,NIS-24477,Zaid Firmansyah,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 165,2025-08-14 21:23:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Tunggakan Sebagian,Tunai Bendahara,H. Ali Maulana,Reguler (Mandiri)
BYR-PSN-20255941,NIS-25963,Umar Nugroho,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 175,2025-09-10 10:59:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Ahmad Pratama,Beasiswa Prestasi 50%
BYR-PSN-20255942,NIS-24226,Rafi Pratama,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 161,2025-11-15 08:53:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Transfer Bank Muamalat,H. Fikri Santoso,Reguler (Mandiri)
BYR-PSN-20255943,NIS-25291,Rafi Saputra,SMK,TKJ,Gedung Umar bin Khattab Kamar 247,2025-08-16 14:43:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account BSI,H. Ahmad Maulana,Reguler (Mandiri)
BYR-PSN-20255944,NIS-24964,Hasan Santoso,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 249,2025-07-23 21:02:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Umar Nugroho,Beasiswa Prestasi 50%
BYR-PSN-20255945,NIS-24720,Ahmad Suryono,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 243,2025-01-03 16:20:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,0,Lunas Beasiswa Penuh,QRIS Pendidikan,H. Umar Saputra,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20255946,NIS-23359,Hasan Ramadhan,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 154,2025-10-29 21:38:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Tunai Bendahara,H. Hasan Kusuma,Reguler (Mandiri)
