nomor_kontrak,id_konsumen,nama_konsumen,kode_proyek,tipe_unit,luas_bangunan_m2,luas_tanah_m2,tgl_akad,skema_akad,harga_pokok_developer,margin_keuntungan,total_harga_jual,uang_muka_dp,tenor_bulan,angsuran_per_bulan,angsuran_ke,total_terbayar,sisa_piutang,status_kelancaran
KTR-AGP-2029433,KNS-692,Hana Kusuma,PRJ-03,Tipe 60/90,60,90,2025-08-25 18:10:00,IMBT (Sewa Beli / Leasing),540000000,97200000,637200000,127440000,120,4248000,32,263376000,373824000,Lancar
KTR-AGP-2029434,KNS-1103,Ibrahim Kusuma,PRJ-05,Tipe 45/72,45,72,2025-12-01 18:05:00,IMBT (Sewa Beli / Leasing),380000000,83600000,463600000,139080000,60,5408666,32,312157312,151442688,Tertunggak 1-30 Hari
KTR-AGP-2029435,KNS-257,Nisa Hakim,PRJ-03,Tipe 60/90,60,90,2025-07-28 11:50:00,Murabahah (Jual Beli Angsuran),540000000,162000000,702000000,70200000,84,7521428,2,85242856,616757144,Dalam Pantauan
KTR-AGP-2029436,KNS-1629,Rafi Wijaya,PRJ-03,Tipe 45/72,45,72,2025-12-19 13:42:00,Murabahah (Jual Beli Angsuran),380000000,95000000,475000000,237500000,36,6597222,1,244097222,230902778,Lancar
KTR-AGP-2029437,KNS-150,Farhan Ramadhan,PRJ-05,Tipe 36/60,36,60,2025-01-10 09:03:00,Murabahah (Jual Beli Angsuran),240000000,72000000,312000000,156000000,60,2600000,31,236600000,75400000,Lancar
KTR-AGP-2029438,KNS-1662,Putri Hidayat,PRJ-01,Tipe 120/150 VIP,120,150,2025-09-18 08:35:00,Cash Keras Bertahap,1250000000,275000000,1525000000,305000000,120,10166666,35,660833310,864166690,Lancar
KTR-AGP-2029439,KNS-1985,Ilham Hakim,PRJ-02,Tipe 60/90,60,90,2025-04-19 17:34:00,Cash Keras Bertahap,540000000,162000000,702000000,210600000,24,20475000,1,231075000,470925000,Lancar
KTR-AGP-2029440,KNS-1285,Putri Ramadhan,PRJ-05,Tipe 45/72,45,72,2025-04-04 14:45:00,Istishna' (Pesan Bangun),380000000,83600000,463600000,231800000,60,3863333,28,339973324,123626676,Dalam Pantauan
KTR-AGP-2029441,KNS-214,Rizky Pratama,PRJ-03,Tipe 45/72,45,72,2025-03-30 07:33:00,IMBT (Sewa Beli / Leasing),380000000,83600000,463600000,231800000,84,2759523,28,309066644,154533356,Tertunggak 1-30 Hari
KTR-AGP-2029442,KNS-2505,Ilham Nugroho,PRJ-03,Tipe 60/90,60,90,2025-12-20 17:31:00,IMBT (Sewa Beli / Leasing),540000000,162000000,702000000,351000000,36,9750000,28,624000000,78000000,Lunas Dini
KTR-AGP-2029443,KNS-1561,Taufiq Lestari,PRJ-05,Tipe 60/90,60,90,2025-02-05 15:30:00,Istishna' (Pesan Bangun),540000000,135000000,675000000,337500000,24,14062500,12,506250000,168750000,Lancar
KTR-AGP-2029444,KNS-109,Ali Hakim,PRJ-04,Tipe 84/120,84,120,2025-12-06 07:07:00,Cash Keras Bertahap,780000000,140400000,920400000,92040000,36,23010000,6,230100000,690300000,Lancar
KTR-AGP-2029445,KNS-2568,Hana Ramadhan,PRJ-03,Tipe 120/150 VIP,120,150,2025-11-22 16:35:00,IMBT (Sewa Beli / Leasing),1250000000,225000000,1475000000,295000000,84,14047619,28,688333332,786666668,Lancar
KTR-AGP-2029446,KNS-523,Salma Kusuma,PRJ-02,Tipe 84/120,84,120,2025-03-11 07:34:00,IMBT (Sewa Beli / Leasing),780000000,171600000,951600000,190320000,120,6344000,11,260104000,691496000,Lancar
KTR-AGP-2029447,KNS-445,Aisyah Firmansyah,PRJ-01,Tipe 45/72,45,72,2025-05-24 13:14:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,44840000,120,3363000,2,51566000,396834000,Tertunggak 1-30 Hari
KTR-AGP-2029448,KNS-1864,Dina Hakim,PRJ-01,Tipe 45/72,45,72,2025-06-13 11:12:00,IMBT (Sewa Beli / Leasing),380000000,83600000,463600000,46360000,120,3477000,33,161101000,302499000,Lancar
KTR-AGP-2029449,KNS-441,Nisa Pratama,PRJ-05,Tipe 120/150 VIP,120,150,2025-05-28 21:09:00,Murabahah (Jual Beli Angsuran),1250000000,312500000,1562500000,312500000,120,10416666,2,333333332,1229166668,Lancar
KTR-AGP-2029450,KNS-2365,Rania Lestari,PRJ-04,Tipe 120/150 VIP,120,150,2025-02-17 13:49:00,Cash Keras Bertahap,1250000000,275000000,1525000000,457500000,84,12708333,22,737083326,787916674,Dalam Pantauan
KTR-AGP-2029451,KNS-1309,Zaid Kusuma,PRJ-04,Tipe 45/72,45,72,2025-08-04 15:54:00,IMBT (Sewa Beli / Leasing),380000000,83600000,463600000,139080000,24,13521666,10,274296660,189303340,Dalam Pantauan
KTR-AGP-2029452,KNS-333,Rania Kusuma,PRJ-04,Tipe 84/120,84,120,2025-05-18 13:12:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,285480000,24,27755000,21,868335000,83265000,Lunas Dini
KTR-AGP-2029453,KNS-400,Fikri Lestari,PRJ-01,Tipe 120/150 VIP,120,150,2025-08-07 08:50:00,Murabahah (Jual Beli Angsuran),1250000000,375000000,1625000000,325000000,60,21666666,14,628333324,996666676,Lancar
KTR-AGP-2029454,KNS-502,Nurul Pratama,PRJ-03,Tipe 84/120,84,120,2025-12-02 15:53:00,IMBT (Sewa Beli / Leasing),780000000,234000000,1014000000,507000000,120,4225000,23,604175000,409825000,Dalam Pantauan
KTR-AGP-2029455,KNS-2670,Nisa Santoso,PRJ-05,Tipe 84/120,84,120,2025-12-16 10:21:00,Istishna' (Pesan Bangun),780000000,195000000,975000000,195000000,36,21666666,26,758333316,216666684,Lancar
KTR-AGP-2029456,KNS-840,Rania Maulana,PRJ-01,Tipe 36/60,36,60,2025-04-08 08:21:00,Murabahah (Jual Beli Angsuran),240000000,43200000,283200000,28320000,84,3034285,32,125417120,157782880,Lancar
KTR-AGP-2029457,KNS-662,Danang Saputra,PRJ-03,Tipe 84/120,84,120,2025-04-16 11:43:00,Istishna' (Pesan Bangun),780000000,195000000,975000000,292500000,120,5687500,19,400562500,574437500,Tertunggak 1-30 Hari
KTR-AGP-2029458,KNS-1351,Farhan Santoso,PRJ-03,Tipe 36/60,36,60,2025-08-13 07:03:00,IMBT (Sewa Beli / Leasing),240000000,52800000,292800000,87840000,36,5693333,12,156159996,136640004,Dalam Pantauan
KTR-AGP-2029459,KNS-2515,Rania Lestari,PRJ-03,Tipe 120/150 VIP,120,150,2025-06-11 10:24:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,152500000,84,16339285,12,348571420,1176428580,Lunas Dini
KTR-AGP-2029460,KNS-1553,Ahmad Pratama,PRJ-02,Tipe 45/72,45,72,2025-03-21 09:45:00,Cash Keras Bertahap,380000000,68400000,448400000,134520000,60,5231333,26,270534658,177865342,Lunas Dini
KTR-AGP-2029461,KNS-2922,Hasan Pratama,PRJ-04,Tipe 36/60,36,60,2025-05-10 17:22:00,Cash Keras Bertahap,240000000,52800000,292800000,87840000,24,8540000,13,198860000,93940000,Tertunggak >60 Hari
KTR-AGP-2029462,KNS-924,Farhan Saputra,PRJ-01,Tipe 84/120,84,120,2025-07-06 10:12:00,Cash Keras Bertahap,780000000,140400000,920400000,460200000,120,3835000,12,506220000,414180000,Lancar
KTR-AGP-2029463,KNS-2104,Khadijah Kusuma,PRJ-02,Tipe 60/90,60,90,2025-12-18 20:11:00,IMBT (Sewa Beli / Leasing),540000000,118800000,658800000,131760000,120,4392000,22,228384000,430416000,Tertunggak >60 Hari
KTR-AGP-2029464,KNS-212,Hana Lestari,PRJ-02,Tipe 45/72,45,72,2025-11-25 15:37:00,IMBT (Sewa Beli / Leasing),380000000,114000000,494000000,49400000,60,7410000,18,182780000,311220000,Tertunggak >60 Hari
KTR-AGP-2029465,KNS-1464,Nurul Saputra,PRJ-04,Tipe 120/150 VIP,120,150,2025-10-12 16:16:00,Istishna' (Pesan Bangun),1250000000,275000000,1525000000,152500000,36,38125000,36,1525000000,0,Tertunggak 1-30 Hari
KTR-AGP-2029466,KNS-1599,Taufiq Ramadhan,PRJ-05,Tipe 60/90,60,90,2025-05-07 12:33:00,IMBT (Sewa Beli / Leasing),540000000,135000000,675000000,337500000,24,14062500,5,407812500,267187500,Dalam Pantauan
KTR-AGP-2029467,KNS-207,Salma Ramadhan,PRJ-02,Tipe 120/150 VIP,120,150,2025-07-21 17:42:00,IMBT (Sewa Beli / Leasing),1250000000,375000000,1625000000,487500000,24,47395833,9,914062497,710937503,Lancar
KTR-AGP-2029468,KNS-1387,Umar Saputra,PRJ-02,Tipe 120/150 VIP,120,150,2025-06-07 18:47:00,Cash Keras Bertahap,1250000000,312500000,1562500000,468750000,120,9114583,25,696614575,865885425,Tertunggak 1-30 Hari
KTR-AGP-2029469,KNS-2683,Hasan Pratama,PRJ-05,Tipe 120/150 VIP,120,150,2025-12-26 11:39:00,Istishna' (Pesan Bangun),1250000000,312500000,1562500000,312500000,84,14880952,25,684523800,877976200,Lancar
KTR-AGP-2029470,KNS-793,Rania Ramadhan,PRJ-03,Tipe 120/150 VIP,120,150,2025-11-23 08:08:00,Cash Keras Bertahap,1250000000,375000000,1625000000,487500000,36,31597222,30,1435416660,189583340,Tertunggak >60 Hari
KTR-AGP-2029471,KNS-1082,Danang Santoso,PRJ-02,Tipe 84/120,84,120,2025-06-25 12:59:00,Cash Keras Bertahap,780000000,234000000,1014000000,101400000,60,15210000,34,618540000,395460000,Lancar
KTR-AGP-2029472,KNS-2993,Ilham Ramadhan,PRJ-02,Tipe 36/60,36,60,2025-05-27 18:57:00,IMBT (Sewa Beli / Leasing),240000000,72000000,312000000,31200000,24,11700000,3,66300000,245700000,Lunas Dini
KTR-AGP-2029473,KNS-2025,Ali Nugroho,PRJ-02,Tipe 36/60,36,60,2025-01-29 10:30:00,Istishna' (Pesan Bangun),240000000,43200000,283200000,28320000,24,10620000,7,102660000,180540000,Tertunggak 1-30 Hari
KTR-AGP-2029474,KNS-2206,Taufiq Pratama,PRJ-04,Tipe 60/90,60,90,2025-06-06 21:18:00,Murabahah (Jual Beli Angsuran),540000000,118800000,658800000,329400000,24,13725000,17,562725000,96075000,Tertunggak >60 Hari
KTR-AGP-2029475,KNS-1775,Harun Nugroho,PRJ-05,Tipe 120/150 VIP,120,150,2025-08-04 15:57:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,152500000,84,16339285,29,626339265,898660735,Lancar
KTR-AGP-2029476,KNS-2107,Rizky Maulana,PRJ-05,Tipe 36/60,36,60,2025-11-30 07:25:00,Istishna' (Pesan Bangun),240000000,52800000,292800000,87840000,120,1708000,3,92964000,199836000,Tertunggak >60 Hari
KTR-AGP-2029477,KNS-2042,Ibrahim Santoso,PRJ-02,Tipe 45/72,45,72,2025-04-22 16:55:00,Istishna' (Pesan Bangun),380000000,95000000,475000000,237500000,120,1979166,31,298854146,176145854,Tertunggak >60 Hari
KTR-AGP-2029478,KNS-2838,Aisyah Santoso,PRJ-04,Tipe 45/72,45,72,2025-12-04 16:32:00,Cash Keras Bertahap,380000000,83600000,463600000,231800000,36,6438888,6,270433328,193166672,Lancar
KTR-AGP-2029479,KNS-442,Maryam Kusuma,PRJ-03,Tipe 120/150 VIP,120,150,2025-03-22 12:22:00,Cash Keras Bertahap,1250000000,275000000,1525000000,457500000,84,12708333,6,533749998,991250002,Lancar
KTR-AGP-2029480,KNS-2502,Azizah Saputra,PRJ-04,Tipe 120/150 VIP,120,150,2025-09-17 07:24:00,IMBT (Sewa Beli / Leasing),1250000000,225000000,1475000000,147500000,24,55312500,13,866562500,608437500,Tertunggak 1-30 Hari
KTR-AGP-2029481,KNS-2081,Fikri Nugroho,PRJ-02,Tipe 120/150 VIP,120,150,2025-10-02 15:54:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,762500000,24,31770833,8,1016666664,508333336,Tertunggak >60 Hari
KTR-AGP-2029482,KNS-1780,Muhammad Ramadhan,PRJ-05,Tipe 120/150 VIP,120,150,2025-12-17 14:12:00,IMBT (Sewa Beli / Leasing),1250000000,375000000,1625000000,162500000,84,17410714,29,667410706,957589294,Lancar
KTR-AGP-2029483,KNS-1172,Taufiq Pratama,PRJ-02,Tipe 120/150 VIP,120,150,2025-09-04 13:07:00,Cash Keras Bertahap,1250000000,225000000,1475000000,295000000,60,19666666,11,511333326,963666674,Tertunggak 1-30 Hari
KTR-AGP-2029484,KNS-482,Nisa Firmansyah,PRJ-04,Tipe 60/90,60,90,2025-04-04 18:15:00,IMBT (Sewa Beli / Leasing),540000000,118800000,658800000,197640000,120,3843000,8,228384000,430416000,Tertunggak 1-30 Hari
KTR-AGP-2029485,KNS-2311,Fikri Pratama,PRJ-05,Tipe 45/72,45,72,2025-10-21 19:59:00,IMBT (Sewa Beli / Leasing),380000000,114000000,494000000,247000000,84,2940476,32,341095232,152904768,Lunas Dini
KTR-AGP-2029486,KNS-1509,Ahmad Kusuma,PRJ-02,Tipe 36/60,36,60,2025-03-16 20:32:00,Cash Keras Bertahap,240000000,60000000,300000000,150000000,84,1785714,17,180357138,119642862,Tertunggak >60 Hari
KTR-AGP-2029487,KNS-1629,Laila Maulana,PRJ-04,Tipe 84/120,84,120,2025-09-22 19:39:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,285480000,84,7930000,17,420290000,531310000,Lancar
KTR-AGP-2029488,KNS-1151,Hana Kusuma,PRJ-05,Tipe 120/150 VIP,120,150,2025-05-19 12:18:00,Istishna' (Pesan Bangun),1250000000,225000000,1475000000,295000000,84,14047619,14,491666666,983333334,Lancar
KTR-AGP-2029489,KNS-312,Farhan Firmansyah,PRJ-05,Tipe 84/120,84,120,2025-03-11 16:36:00,IMBT (Sewa Beli / Leasing),780000000,195000000,975000000,487500000,60,8125000,17,625625000,349375000,Lancar
KTR-AGP-2029490,KNS-1408,Fikri Santoso,PRJ-01,Tipe 60/90,60,90,2025-08-19 14:14:00,Cash Keras Bertahap,540000000,135000000,675000000,337500000,60,5625000,28,495000000,180000000,Dalam Pantauan
KTR-AGP-2029491,KNS-1018,Putri Suryono,PRJ-05,Tipe 60/90,60,90,2025-09-07 08:16:00,Istishna' (Pesan Bangun),540000000,162000000,702000000,210600000,60,8190000,18,358020000,343980000,Lancar
KTR-AGP-2029492,KNS-1278,Rania Hakim,PRJ-02,Tipe 84/120,84,120,2025-10-09 10:50:00,IMBT (Sewa Beli / Leasing),780000000,195000000,975000000,487500000,84,5803571,4,510714284,464285716,Tertunggak >60 Hari
KTR-AGP-2029493,KNS-2371,Ali Firmansyah,PRJ-05,Tipe 36/60,36,60,2025-09-20 11:40:00,IMBT (Sewa Beli / Leasing),240000000,60000000,300000000,30000000,60,4500000,25,142500000,157500000,Lancar
KTR-AGP-2029494,KNS-2113,Danang Firmansyah,PRJ-03,Tipe 60/90,60,90,2025-01-15 21:50:00,IMBT (Sewa Beli / Leasing),540000000,118800000,658800000,131760000,120,4392000,17,206424000,452376000,Lancar
KTR-AGP-2029495,KNS-2656,Fatimah Maulana,PRJ-02,Tipe 60/90,60,90,2025-12-27 13:29:00,Cash Keras Bertahap,540000000,162000000,702000000,210600000,24,20475000,5,312975000,389025000,Lancar
KTR-AGP-2029496,KNS-269,Ibrahim Hakim,PRJ-03,Tipe 36/60,36,60,2025-11-28 17:19:00,Murabahah (Jual Beli Angsuran),240000000,52800000,292800000,58560000,60,3904000,13,109312000,183488000,Dalam Pantauan
KTR-AGP-2029497,KNS-2497,Laila Maulana,PRJ-01,Tipe 36/60,36,60,2025-01-26 08:20:00,Cash Keras Bertahap,240000000,60000000,300000000,90000000,60,3500000,35,212500000,87500000,Dalam Pantauan
KTR-AGP-2029498,KNS-1261,Maryam Nugroho,PRJ-01,Tipe 120/150 VIP,120,150,2025-08-05 11:12:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,305000000,24,50833333,15,1067499995,457500005,Tertunggak 1-30 Hari
KTR-AGP-2029499,KNS-2271,Muhammad Utami,PRJ-04,Tipe 84/120,84,120,2025-02-25 10:16:00,IMBT (Sewa Beli / Leasing),780000000,234000000,1014000000,101400000,120,7605000,16,223080000,790920000,Lancar
KTR-AGP-2029500,KNS-2427,Zahra Suryono,PRJ-04,Tipe 45/72,45,72,2025-07-29 15:09:00,IMBT (Sewa Beli / Leasing),380000000,95000000,475000000,142500000,60,5541666,14,220083324,254916676,Lunas Dini
KTR-AGP-2029501,KNS-2583,Harun Wijaya,PRJ-02,Tipe 84/120,84,120,2025-03-07 21:59:00,Istishna' (Pesan Bangun),780000000,171600000,951600000,475800000,120,3965000,17,543205000,408395000,Lunas Dini
KTR-AGP-2029502,KNS-2272,Farhan Hidayat,PRJ-05,Tipe 84/120,84,120,2025-02-17 08:40:00,Istishna' (Pesan Bangun),780000000,140400000,920400000,184080000,60,12272000,5,245440000,674960000,Lancar
KTR-AGP-2029503,KNS-2101,Rafi Lestari,PRJ-05,Tipe 84/120,84,120,2025-11-08 10:16:00,IMBT (Sewa Beli / Leasing),780000000,171600000,951600000,190320000,120,6344000,25,348920000,602680000,Lunas Dini
KTR-AGP-2029504,KNS-2775,Ali Hidayat,PRJ-05,Tipe 84/120,84,120,2025-01-31 20:10:00,Istishna' (Pesan Bangun),780000000,140400000,920400000,184080000,36,20453333,8,347706664,572693336,Tertunggak 1-30 Hari
KTR-AGP-2029505,KNS-2305,Zahra Kusuma,PRJ-02,Tipe 60/90,60,90,2025-12-01 12:25:00,Istishna' (Pesan Bangun),540000000,162000000,702000000,70200000,84,7521428,15,183021420,518978580,Lancar
KTR-AGP-2029506,KNS-2024,Rafi Hakim,PRJ-05,Tipe 84/120,84,120,2025-08-04 10:24:00,IMBT (Sewa Beli / Leasing),780000000,171600000,951600000,285480000,36,18503333,16,581533328,370066672,Lancar
KTR-AGP-2029507,KNS-442,Ilham Utami,PRJ-01,Tipe 60/90,60,90,2025-03-06 14:04:00,Cash Keras Bertahap,540000000,97200000,637200000,127440000,84,6068571,14,212399994,424800006,Lancar
KTR-AGP-2029508,KNS-2053,Farhan Kusuma,PRJ-04,Tipe 36/60,36,60,2025-11-17 19:32:00,Cash Keras Bertahap,240000000,43200000,283200000,84960000,24,8260000,23,274940000,8260000,Lancar
KTR-AGP-2029509,KNS-2732,Azizah Firmansyah,PRJ-04,Tipe 120/150 VIP,120,150,2025-01-11 17:42:00,Istishna' (Pesan Bangun),1250000000,375000000,1625000000,162500000,36,40625000,20,975000000,650000000,Tertunggak >60 Hari
KTR-AGP-2029510,KNS-1355,Rania Saputra,PRJ-02,Tipe 84/120,84,120,2025-10-08 14:25:00,Murabahah (Jual Beli Angsuran),780000000,234000000,1014000000,304200000,36,19716666,26,816833316,197166684,Lancar
KTR-AGP-2029511,KNS-795,Ali Ramadhan,PRJ-05,Tipe 36/60,36,60,2025-10-06 18:01:00,Cash Keras Bertahap,240000000,72000000,312000000,156000000,84,1857142,33,217285686,94714314,Dalam Pantauan
KTR-AGP-2029512,KNS-228,Nisa Ramadhan,PRJ-04,Tipe 45/72,45,72,2025-04-17 12:03:00,IMBT (Sewa Beli / Leasing),380000000,83600000,463600000,139080000,60,5408666,32,312157312,151442688,Lancar
KTR-AGP-2029513,KNS-2201,Ahmad Hidayat,PRJ-01,Tipe 45/72,45,72,2025-03-22 11:18:00,IMBT (Sewa Beli / Leasing),380000000,95000000,475000000,142500000,60,5541666,32,319833312,155166688,Lancar
KTR-AGP-2029514,KNS-603,Taufiq Maulana,PRJ-01,Tipe 45/72,45,72,2025-02-22 15:03:00,IMBT (Sewa Beli / Leasing),380000000,114000000,494000000,247000000,24,10291666,9,339624994,154375006,Lancar
KTR-AGP-2029515,KNS-1176,Aisyah Hidayat,PRJ-04,Tipe 45/72,45,72,2025-12-09 09:16:00,Cash Keras Bertahap,380000000,95000000,475000000,95000000,36,10555555,27,379999985,95000015,Tertunggak >60 Hari
KTR-AGP-2029516,KNS-691,Umar Ramadhan,PRJ-04,Tipe 120/150 VIP,120,150,2025-12-13 10:33:00,Cash Keras Bertahap,1250000000,312500000,1562500000,156250000,120,11718750,23,425781250,1136718750,Tertunggak >60 Hari
KTR-AGP-2029517,KNS-2907,Zaid Saputra,PRJ-01,Tipe 36/60,36,60,2025-04-19 08:55:00,Murabahah (Jual Beli Angsuran),240000000,72000000,312000000,156000000,60,2600000,32,239200000,72800000,Lancar
KTR-AGP-2029518,KNS-1280,Muhammad Hakim,PRJ-05,Tipe 45/72,45,72,2025-05-30 14:40:00,Murabahah (Jual Beli Angsuran),380000000,95000000,475000000,142500000,36,9236111,5,188680555,286319445,Dalam Pantauan
KTR-AGP-2029519,KNS-333,Rafi Hidayat,PRJ-02,Tipe 120/150 VIP,120,150,2025-09-16 15:33:00,Murabahah (Jual Beli Angsuran),1250000000,225000000,1475000000,295000000,120,9833333,17,462166661,1012833339,Lancar
KTR-AGP-2029520,KNS-620,Salma Hakim,PRJ-02,Tipe 45/72,45,72,2025-06-11 10:57:00,IMBT (Sewa Beli / Leasing),380000000,114000000,494000000,49400000,24,18525000,20,419900000,74100000,Lunas Dini
KTR-AGP-2029521,KNS-1056,Hasan Utami,PRJ-02,Tipe 45/72,45,72,2025-02-23 21:58:00,IMBT (Sewa Beli / Leasing),380000000,95000000,475000000,95000000,36,10555555,9,189999995,285000005,Dalam Pantauan
KTR-AGP-2029522,KNS-1274,Ilham Nugroho,PRJ-02,Tipe 120/150 VIP,120,150,2025-01-31 14:08:00,Cash Keras Bertahap,1250000000,312500000,1562500000,468750000,84,13020833,21,742187493,820312507,Tertunggak >60 Hari
KTR-AGP-2029523,KNS-581,Aisyah Pratama,PRJ-02,Tipe 45/72,45,72,2025-11-21 17:45:00,IMBT (Sewa Beli / Leasing),380000000,95000000,475000000,142500000,60,5541666,4,164666664,310333336,Lunas Dini
KTR-AGP-2029524,KNS-1343,Taufiq Wijaya,PRJ-01,Tipe 36/60,36,60,2025-01-08 18:00:00,Murabahah (Jual Beli Angsuran),240000000,60000000,300000000,90000000,60,3500000,28,188000000,112000000,Lancar
KTR-AGP-2029525,KNS-651,Ilham Utami,PRJ-02,Tipe 60/90,60,90,2025-02-17 18:50:00,Istishna' (Pesan Bangun),540000000,135000000,675000000,202500000,36,13125000,7,294375000,380625000,Lancar
KTR-AGP-2029526,KNS-1343,Harun Maulana,PRJ-02,Tipe 36/60,36,60,2025-03-01 07:26:00,Murabahah (Jual Beli Angsuran),240000000,72000000,312000000,93600000,36,6066666,24,239199984,72800016,Tertunggak >60 Hari
KTR-AGP-2029527,KNS-770,Zahra Santoso,PRJ-04,Tipe 84/120,84,120,2025-10-11 18:18:00,Murabahah (Jual Beli Angsuran),780000000,140400000,920400000,276120000,36,17896666,12,490879992,429520008,Lunas Dini
KTR-AGP-2029528,KNS-2817,Fatimah Santoso,PRJ-03,Tipe 60/90,60,90,2025-09-09 14:54:00,Cash Keras Bertahap,540000000,162000000,702000000,351000000,84,4178571,14,409499994,292500006,Lancar
KTR-AGP-2029529,KNS-1820,Maryam Hidayat,PRJ-01,Tipe 45/72,45,72,2025-05-23 10:55:00,Cash Keras Bertahap,380000000,95000000,475000000,47500000,84,5089285,14,118749990,356250010,Tertunggak 1-30 Hari
KTR-AGP-2029530,KNS-2955,Khadijah Pratama,PRJ-05,Tipe 84/120,84,120,2025-10-10 10:35:00,Istishna' (Pesan Bangun),780000000,171600000,951600000,475800000,36,13216666,33,911949978,39650022,Lancar
KTR-AGP-2029531,KNS-2901,Ibrahim Kusuma,PRJ-03,Tipe 84/120,84,120,2025-06-02 19:00:00,Istishna' (Pesan Bangun),780000000,195000000,975000000,487500000,60,8125000,5,528125000,446875000,Lancar
KTR-AGP-2029532,KNS-2614,Ahmad Ramadhan,PRJ-04,Tipe 120/150 VIP,120,150,2025-04-28 09:59:00,Murabahah (Jual Beli Angsuran),1250000000,225000000,1475000000,737500000,36,20486111,23,1208680553,266319447,Lancar
KTR-AGP-2029533,KNS-2497,Zaid Suryono,PRJ-03,Tipe 120/150 VIP,120,150,2025-08-13 09:46:00,Cash Keras Bertahap,1250000000,225000000,1475000000,295000000,60,19666666,24,766999984,708000016,Lunas Dini
KTR-AGP-2029534,KNS-1140,Danang Kusuma,PRJ-01,Tipe 84/120,84,120,2025-03-03 12:24:00,Istishna' (Pesan Bangun),780000000,195000000,975000000,97500000,36,24375000,34,926250000,48750000,Dalam Pantauan
KTR-AGP-2029535,KNS-1355,Harun Pratama,PRJ-01,Tipe 36/60,36,60,2025-04-17 17:06:00,IMBT (Sewa Beli / Leasing),240000000,72000000,312000000,156000000,84,1857142,4,163428568,148571432,Lancar
KTR-AGP-2029536,KNS-2463,Fikri Wijaya,PRJ-04,Tipe 60/90,60,90,2025-05-14 13:30:00,Cash Keras Bertahap,540000000,97200000,637200000,191160000,36,12390000,21,451350000,185850000,Lancar
KTR-AGP-2029537,KNS-2180,Ibrahim Suryono,PRJ-01,Tipe 45/72,45,72,2025-09-07 14:27:00,Istishna' (Pesan Bangun),380000000,68400000,448400000,134520000,60,5231333,35,317616655,130783345,Lancar
KTR-AGP-2029538,KNS-2866,Azizah Ramadhan,PRJ-05,Tipe 84/120,84,120,2025-11-01 19:31:00,Istishna' (Pesan Bangun),780000000,171600000,951600000,285480000,24,27755000,13,646295000,305305000,Lancar
KTR-AGP-2029539,KNS-2826,Hasan Hidayat,PRJ-04,Tipe 84/120,84,120,2025-02-27 19:32:00,Istishna' (Pesan Bangun),780000000,140400000,920400000,276120000,120,5369000,1,281489000,638911000,Lunas Dini
KTR-AGP-2029540,KNS-2489,Nisa Kusuma,PRJ-04,Tipe 84/120,84,120,2025-09-22 19:19:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,190320000,84,9062857,21,380639997,570960003,Lancar
KTR-AGP-2029541,KNS-2125,Rizky Kusuma,PRJ-02,Tipe 45/72,45,72,2025-05-14 20:49:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,89680000,120,2989333,25,164413325,283986675,Lancar
KTR-AGP-2029542,KNS-2693,Hana Maulana,PRJ-03,Tipe 60/90,60,90,2025-11-08 16:57:00,Istishna' (Pesan Bangun),540000000,118800000,658800000,65880000,120,4941000,6,95526000,563274000,Tertunggak >60 Hari
KTR-AGP-2029543,KNS-2627,Ibrahim Suryono,PRJ-02,Tipe 60/90,60,90,2025-05-25 08:22:00,Murabahah (Jual Beli Angsuran),540000000,162000000,702000000,210600000,120,4095000,28,325260000,376740000,Lancar
KTR-AGP-2029544,KNS-2667,Rafi Suryono,PRJ-02,Tipe 84/120,84,120,2025-04-24 21:31:00,Murabahah (Jual Beli Angsuran),780000000,140400000,920400000,92040000,24,34515000,8,368160000,552240000,Lancar
KTR-AGP-2029545,KNS-2078,Hasan Maulana,PRJ-02,Tipe 60/90,60,90,2025-11-14 21:33:00,IMBT (Sewa Beli / Leasing),540000000,118800000,658800000,197640000,60,7686000,3,220698000,438102000,Lancar
KTR-AGP-2029546,KNS-2173,Rafi Pratama,PRJ-03,Tipe 84/120,84,120,2025-12-31 11:22:00,Cash Keras Bertahap,780000000,140400000,920400000,460200000,36,12783333,16,664733328,255666672,Lancar
KTR-AGP-2029547,KNS-1010,Hasan Suryono,PRJ-03,Tipe 36/60,36,60,2025-10-03 20:08:00,Istishna' (Pesan Bangun),240000000,60000000,300000000,60000000,120,2000000,9,78000000,222000000,Lancar
KTR-AGP-2029548,KNS-1868,Aisyah Hakim,PRJ-02,Tipe 120/150 VIP,120,150,2025-09-29 12:42:00,IMBT (Sewa Beli / Leasing),1250000000,275000000,1525000000,152500000,36,38125000,9,495625000,1029375000,Dalam Pantauan
