id_setoran,id_santri,nama_santri,kelompok_halaqah,kode_program,id_musyrif,nama_musyrif,waktu_setoran,juz_setor,halaman_mulai,halaman_selesai,jumlah_halaman,skor_kelancaran_1_100,skor_tajwid_1_100,status_kelulusan_halaman,infaq_bulanan_terbayar
STR-QUR-2031394,SNTR-1075,Hana Lestari,Halaqah Imam Hamzah,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-01-03 17:53:00,28,542,543,1,94,93,Mumtaz (Lulus Sempurna),400000
STR-QUR-2031395,SNTR-707,Rizky Suryono,Halaqah Imam Ashim,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-12-21 19:56:00,12,228,230,2,74,94,I'adah (Wajib Ulang),250000
STR-QUR-2031396,SNTR-396,Taufiq Lestari,Halaqah Imam Hamzah,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-02-09 18:46:00,15,285,287,2,99,91,Mumtaz (Lulus Sempurna),250000
STR-QUR-2031397,SNTR-920,Harun Nugroho,Halaqah Imam Ashim,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-03-13 12:10:00,24,464,474,10,91,90,Mumtaz (Lulus Sempurna),400000
STR-QUR-2031398,SNTR-1378,Harun Wijaya,Halaqah Imam Nafi,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-01-01 08:14:00,21,409,414,5,94,91,Mumtaz (Lulus Sempurna),300000
STR-QUR-2031399,SNTR-324,Maryam Hidayat,Halaqah Imam Nafi,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-04-06 07:45:00,19,365,366,1,73,95,I'adah (Wajib Ulang),350000
STR-QUR-2031400,SNTR-1202,Ilham Santoso,Halaqah Imam Ibnu Katsir,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-03-02 12:29:00,6,102,112,10,74,93,I'adah (Wajib Ulang),400000
STR-QUR-2031401,SNTR-1364,Danang Hakim,Halaqah Imam Ashim,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-02-21 15:58:00,2,23,28,5,82,97,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031402,SNTR-428,Fikri Wijaya,Halaqah Imam Nafi,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-09-13 14:08:00,3,42,45,3,89,93,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031403,SNTR-337,Rizky Maulana,Halaqah Imam Ibnu Katsir,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-10-15 08:28:00,21,403,408,5,74,70,I'adah (Wajib Ulang),350000
STR-QUR-2031404,SNTR-620,Muhammad Santoso,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-09 07:29:00,8,144,145,1,92,72,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2031405,SNTR-470,Hasan Wijaya,Halaqah Imam Nafi,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-20 14:20:00,27,527,530,3,80,80,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2031406,SNTR-1072,Harun Suryono,Halaqah Imam Nafi,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-26 15:50:00,11,201,202,1,95,88,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031407,SNTR-709,Ali Suryono,Halaqah Imam Ibnu Katsir,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-03-13 18:43:00,4,68,88,20,83,83,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031408,SNTR-330,Zaid Wijaya,Halaqah Imam Nafi,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-07-22 15:43:00,2,25,30,5,97,97,Mumtaz (Lulus Sempurna),500000
STR-QUR-2031409,SNTR-1211,Zaid Suryono,Halaqah Imam Abu Amr,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-28 11:02:00,30,586,596,10,87,99,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2031410,SNTR-1411,Zaid Pratama,Halaqah Imam Ashim,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-28 09:10:00,27,521,526,5,87,87,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031411,SNTR-643,Putri Firmansyah,Halaqah Imam Abu Amr,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-03-23 19:25:00,15,284,304,20,100,85,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031412,SNTR-205,Harun Santoso,Halaqah Imam Ashim,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-01-09 16:21:00,14,266,276,10,89,90,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2031413,SNTR-388,Muhammad Hidayat,Halaqah Imam Nafi,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-05 10:15:00,4,61,66,5,94,86,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2031414,SNTR-657,Umar Utami,Halaqah Imam Ibnu Katsir,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-16 15:59:00,16,305,315,10,89,98,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031415,SNTR-1327,Hasan Ramadhan,Halaqah Imam Ibnu Katsir,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-12-28 13:27:00,10,181,182,1,91,80,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031416,SNTR-209,Ilham Lestari,Halaqah Imam Ashim,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-28 19:32:00,2,23,33,10,69,88,I'adah (Wajib Ulang),350000
STR-QUR-2031417,SNTR-499,Rania Saputra,Halaqah Imam Ibnu Katsir,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-01 09:18:00,7,125,128,3,74,91,I'adah (Wajib Ulang),300000
STR-QUR-2031418,SNTR-1375,Harun Ramadhan,Halaqah Imam Nafi,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-31 08:04:00,6,104,109,5,86,84,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031419,SNTR-1108,Azizah Ramadhan,Halaqah Imam Ashim,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-01-30 13:29:00,13,242,252,10,90,89,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031420,SNTR-924,Rizky Santoso,Halaqah Imam Ashim,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-20 14:32:00,13,245,247,2,70,82,I'adah (Wajib Ulang),350000
STR-QUR-2031421,SNTR-895,Taufiq Santoso,Halaqah Imam Hamzah,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-05 10:49:00,25,487,489,2,65,89,I'adah (Wajib Ulang),400000
STR-QUR-2031422,SNTR-535,Salma Pratama,Halaqah Imam Ashim,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-02-19 14:20:00,1,1,21,20,76,81,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2031423,SNTR-1079,Taufiq Maulana,Halaqah Imam Nafi,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-07-14 16:06:00,23,448,450,2,84,95,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2031424,SNTR-1421,Muhammad Wijaya,Halaqah Imam Hamzah,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-11-07 12:11:00,10,183,203,20,95,75,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031425,SNTR-237,Ibrahim Utami,Halaqah Imam Abu Amr,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-05-09 11:03:00,29,568,578,10,96,72,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2031426,SNTR-807,Aisyah Suryono,Halaqah Imam Hamzah,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-14 14:02:00,14,263,265,2,95,78,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031427,SNTR-1458,Zaid Lestari,Halaqah Imam Ashim,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-16 11:17:00,6,103,108,5,90,80,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031428,SNTR-1197,Ibrahim Utami,Halaqah Imam Ibnu Katsir,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-01-15 19:44:00,15,282,302,20,84,78,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031429,SNTR-1330,Ilham Saputra,Halaqah Imam Hamzah,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-06 07:19:00,24,468,473,5,71,87,I'adah (Wajib Ulang),250000
STR-QUR-2031430,SNTR-1244,Rafi Saputra,Halaqah Imam Nafi,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-20 10:38:00,4,67,87,20,98,70,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031431,SNTR-677,Ahmad Saputra,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-03-26 17:23:00,17,329,349,20,97,74,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031432,SNTR-532,Harun Hidayat,Halaqah Imam Hamzah,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-12-16 21:42:00,11,203,223,20,98,98,Mumtaz (Lulus Sempurna),400000
STR-QUR-2031433,SNTR-1334,Danang Nugroho,Halaqah Imam Ashim,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-04-22 15:18:00,2,26,36,10,90,70,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031434,SNTR-1095,Ibrahim Utami,Halaqah Imam Nafi,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-07 17:13:00,1,6,8,2,85,100,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031435,SNTR-1292,Umar Hakim,Halaqah Imam Hamzah,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-07-11 07:43:00,24,469,471,2,75,87,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2031436,SNTR-1421,Ali Kusuma,Halaqah Imam Nafi,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-05-28 09:04:00,28,546,566,20,69,77,I'adah (Wajib Ulang),350000
STR-QUR-2031437,SNTR-1460,Harun Hakim,Halaqah Imam Abu Amr,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-16 21:36:00,3,44,49,5,99,89,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2031438,SNTR-160,Laila Kusuma,Halaqah Imam Nafi,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-28 21:54:00,5,81,84,3,69,74,I'adah (Wajib Ulang),250000
STR-QUR-2031439,SNTR-1289,Nurul Lestari,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-08-05 21:31:00,4,63,65,2,77,90,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031440,SNTR-712,Dina Santoso,Halaqah Imam Ashim,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-12-28 13:06:00,3,42,45,3,99,77,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031441,SNTR-418,Harun Nugroho,Halaqah Imam Nafi,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-11 16:19:00,17,330,340,10,89,70,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031442,SNTR-1173,Ilham Lestari,Halaqah Imam Ashim,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-02-06 16:17:00,8,141,144,3,66,77,I'adah (Wajib Ulang),400000
STR-QUR-2031443,SNTR-360,Fatimah Kusuma,Halaqah Imam Ibnu Katsir,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-28 20:12:00,11,209,212,3,77,92,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031444,SNTR-1058,Ibrahim Nugroho,Halaqah Imam Hamzah,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-05-24 07:15:00,12,224,227,3,74,99,I'adah (Wajib Ulang),500000
STR-QUR-2031445,SNTR-888,Ali Nugroho,Halaqah Imam Ibnu Katsir,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-02-08 19:39:00,28,546,551,5,66,73,I'adah (Wajib Ulang),250000
STR-QUR-2031446,SNTR-1069,Muhammad Hakim,Halaqah Imam Nafi,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-01 16:12:00,23,450,455,5,70,89,I'adah (Wajib Ulang),350000
STR-QUR-2031447,SNTR-274,Harun Hakim,Halaqah Imam Ibnu Katsir,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-22 10:11:00,16,307,310,3,100,81,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031448,SNTR-102,Aisyah Pratama,Halaqah Imam Ibnu Katsir,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-01-16 14:08:00,6,102,105,3,69,94,I'adah (Wajib Ulang),400000
STR-QUR-2031449,SNTR-544,Muhammad Wijaya,Halaqah Imam Ibnu Katsir,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-28 19:12:00,25,486,489,3,76,75,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2031450,SNTR-834,Nisa Maulana,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-07-03 12:23:00,15,289,309,20,66,84,I'adah (Wajib Ulang),300000
STR-QUR-2031451,SNTR-1344,Ibrahim Kusuma,Halaqah Imam Ibnu Katsir,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-26 20:53:00,14,262,264,2,82,85,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031452,SNTR-794,Zaid Ramadhan,Halaqah Imam Abu Amr,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-11-05 17:32:00,29,563,568,5,88,94,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031453,SNTR-745,Nurul Pratama,Halaqah Imam Nafi,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-02-05 12:16:00,10,188,198,10,90,82,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2031454,SNTR-1039,Ibrahim Ramadhan,Halaqah Imam Hamzah,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-06-21 14:53:00,27,523,528,5,82,91,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031455,SNTR-124,Fikri Wijaya,Halaqah Imam Ibnu Katsir,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-12-21 21:51:00,18,348,349,1,80,73,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2031456,SNTR-672,Zahra Suryono,Halaqah Imam Hamzah,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-03-18 07:48:00,10,188,190,2,86,70,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2031457,SNTR-1223,Muhammad Pratama,Halaqah Imam Ashim,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-07-08 21:55:00,17,326,327,1,98,92,Mumtaz (Lulus Sempurna),350000
STR-QUR-2031458,SNTR-1288,Rafi Pratama,Halaqah Imam Hamzah,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-18 18:36:00,27,522,527,5,71,99,I'adah (Wajib Ulang),350000
STR-QUR-2031459,SNTR-224,Rafi Utami,Halaqah Imam Abu Amr,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-03-22 16:43:00,21,404,406,2,75,98,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2031460,SNTR-1342,Taufiq Lestari,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-07 13:12:00,14,263,264,1,80,91,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031461,SNTR-729,Hasan Pratama,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-08-30 11:14:00,18,342,344,2,71,72,I'adah (Wajib Ulang),500000
STR-QUR-2031462,SNTR-1368,Hasan Kusuma,Halaqah Imam Abu Amr,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-09 10:37:00,29,561,563,2,95,84,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2031463,SNTR-674,Rafi Hakim,Halaqah Imam Abu Amr,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-12-14 21:04:00,25,490,500,10,70,99,I'adah (Wajib Ulang),300000
STR-QUR-2031464,SNTR-649,Danang Maulana,Halaqah Imam Nafi,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-30 21:11:00,26,504,506,2,92,81,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031465,SNTR-1098,Ilham Wijaya,Halaqah Imam Nafi,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-12-08 07:59:00,21,402,407,5,76,98,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031466,SNTR-430,Fikri Maulana,Halaqah Imam Hamzah,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-01-18 16:33:00,5,84,87,3,90,81,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031467,SNTR-716,Danang Wijaya,Halaqah Imam Ibnu Katsir,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-07-26 11:33:00,15,282,287,5,73,77,I'adah (Wajib Ulang),500000
STR-QUR-2031468,SNTR-546,Fikri Saputra,Halaqah Imam Abu Amr,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-20 12:15:00,17,325,335,10,69,81,I'adah (Wajib Ulang),250000
STR-QUR-2031469,SNTR-955,Nisa Nugroho,Halaqah Imam Hamzah,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-11-13 15:17:00,20,388,389,1,76,91,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2031470,SNTR-1041,Danang Saputra,Halaqah Imam Nafi,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-03-20 20:33:00,22,421,441,20,86,72,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031471,SNTR-462,Zaid Utami,Halaqah Imam Ashim,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-11-14 21:12:00,30,584,587,3,97,93,Mumtaz (Lulus Sempurna),250000
STR-QUR-2031472,SNTR-1300,Ahmad Nugroho,Halaqah Imam Abu Amr,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-05 19:58:00,2,23,26,3,94,80,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031473,SNTR-185,Ali Saputra,Halaqah Imam Hamzah,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-09-12 16:07:00,14,270,290,20,79,81,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031474,SNTR-798,Rizky Ramadhan,Halaqah Imam Hamzah,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-02-13 21:28:00,7,128,148,20,78,98,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031475,SNTR-327,Muhammad Pratama,Halaqah Imam Ibnu Katsir,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-10-24 17:49:00,19,361,363,2,68,100,I'adah (Wajib Ulang),250000
STR-QUR-2031476,SNTR-1244,Aisyah Ramadhan,Halaqah Imam Hamzah,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-03 07:26:00,20,388,408,20,84,70,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031477,SNTR-592,Nisa Ramadhan,Halaqah Imam Ibnu Katsir,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-02-18 12:56:00,23,447,467,20,99,94,Mumtaz (Lulus Sempurna),400000
STR-QUR-2031478,SNTR-329,Hasan Nugroho,Halaqah Imam Ibnu Katsir,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-10-19 08:19:00,5,82,84,2,78,71,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2031479,SNTR-988,Fikri Santoso,Halaqah Imam Ibnu Katsir,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-06-09 14:55:00,13,242,262,20,71,92,I'adah (Wajib Ulang),250000
STR-QUR-2031480,SNTR-1190,Maryam Wijaya,Halaqah Imam Abu Amr,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-06 07:27:00,19,366,368,2,69,83,I'adah (Wajib Ulang),500000
STR-QUR-2031481,SNTR-1323,Putri Nugroho,Halaqah Imam Ibnu Katsir,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-05-23 10:51:00,11,201,204,3,85,75,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031482,SNTR-1230,Muhammad Lestari,Halaqah Imam Ashim,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-03-11 12:58:00,6,110,130,20,66,84,I'adah (Wajib Ulang),350000
STR-QUR-2031483,SNTR-904,Muhammad Kusuma,Halaqah Imam Abu Amr,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-10-07 09:50:00,3,49,50,1,100,77,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2031484,SNTR-1156,Zaid Ramadhan,Halaqah Imam Hamzah,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-02-07 12:41:00,10,182,183,1,82,82,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2031485,SNTR-864,Rizky Maulana,Halaqah Imam Ibnu Katsir,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-05-01 12:53:00,8,147,152,5,100,74,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2031486,SNTR-632,Harun Wijaya,Halaqah Imam Abu Amr,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-08-19 09:21:00,22,424,429,5,67,78,I'adah (Wajib Ulang),500000
STR-QUR-2031487,SNTR-1276,Rizky Hidayat,Halaqah Imam Nafi,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-01-10 16:00:00,10,182,202,20,83,97,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031488,SNTR-1050,Salma Hakim,Halaqah Imam Abu Amr,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-07-25 14:01:00,10,182,183,1,85,74,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031489,SNTR-791,Fikri Wijaya,Halaqah Imam Hamzah,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-11-04 09:42:00,23,450,453,3,91,75,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031490,SNTR-1421,Fikri Lestari,Halaqah Imam Nafi,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-07-23 08:23:00,29,569,579,10,90,78,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2031491,SNTR-977,Ibrahim Saputra,Halaqah Imam Ashim,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-12-09 07:08:00,29,566,586,20,87,100,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031492,SNTR-991,Fatimah Pratama,Halaqah Imam Ibnu Katsir,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-09 17:47:00,29,562,564,2,73,71,I'adah (Wajib Ulang),350000
STR-QUR-2031493,SNTR-1460,Ahmad Hakim,Halaqah Imam Hamzah,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-21 09:32:00,24,466,471,5,96,98,Mumtaz (Lulus Sempurna),300000
STR-QUR-2031494,SNTR-819,Taufiq Hakim,Halaqah Imam Abu Amr,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-15 20:21:00,12,228,229,1,71,82,I'adah (Wajib Ulang),350000
STR-QUR-2031495,SNTR-164,Nurul Kusuma,Halaqah Imam Abu Amr,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-01-09 14:00:00,26,506,511,5,88,79,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2031496,SNTR-391,Zaid Pratama,Halaqah Imam Ashim,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-11 21:15:00,16,309,310,1,99,78,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031497,SNTR-435,Salma Lestari,Halaqah Imam Abu Amr,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-04-24 21:52:00,27,521,523,2,77,85,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2031498,SNTR-399,Rafi Hidayat,Halaqah Imam Nafi,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-27 16:49:00,18,342,343,1,89,74,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2031499,SNTR-822,Dina Saputra,Halaqah Imam Hamzah,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-05-22 17:52:00,12,227,228,1,89,81,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2031500,SNTR-1095,Ali Santoso,Halaqah Imam Nafi,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-01-17 19:55:00,27,526,527,1,73,89,I'adah (Wajib Ulang),500000
STR-QUR-2031501,SNTR-616,Farhan Pratama,Halaqah Imam Nafi,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-04-19 19:05:00,22,428,448,20,91,99,Mumtaz (Lulus Sempurna),350000
STR-QUR-2031502,SNTR-1042,Farhan Santoso,Halaqah Imam Nafi,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-05-25 21:35:00,27,523,525,2,74,85,I'adah (Wajib Ulang),250000
