id_transaksi_mart,tgl_transaksi,id_anggota,nama_anggota,tipe_anggota,kode_produk,nama_produk,kategori_produk,harga_jual,harga_pokok,qty_beli,total_omset,laba_kotor,metode_bayar,poin_keaktifan_shu
KOP-20257069,2025-05-27 11:56:00,ANG-973,Hana Firmansyah,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,QRIS Kopontren,4
KOP-20257070,2025-10-21 13:28:00,ANG-339,Taufiq Kusuma,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Saldo Tabungan Wadiah Koperasi,0
KOP-20257071,2025-11-05 07:00:00,ANG-582,Danang Ramadhan,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,4,180000,68000,Saldo Tabungan Wadiah Koperasi,8
KOP-20257072,2025-08-23 15:36:00,ANG-298,Putri Kusuma,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Tunai,2
KOP-20257073,2025-01-18 18:46:00,ANG-1479,Fikri Utami,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,QRIS Kopontren,6
KOP-20257074,2025-01-26 13:12:00,ANG-1690,Putri Firmansyah,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Kartu Santri Smart Card (RFID),2
KOP-20257075,2025-08-17 16:53:00,ANG-703,Farhan Pratama,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,4,14000,6000,Kartu Santri Smart Card (RFID),0
KOP-20257076,2025-11-15 07:59:00,ANG-1969,Rafi Nugroho,Ustadz / Pengajar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Saldo Tabungan Wadiah Koperasi,2
KOP-20257077,2025-09-19 16:29:00,ANG-2080,Rizky Santoso,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,QRIS Kopontren,0
KOP-20257078,2025-03-31 20:05:00,ANG-454,Harun Wijaya,Ustadz / Pengajar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,6,390000,150000,Kartu Santri Smart Card (RFID),12
KOP-20257079,2025-06-04 19:54:00,ANG-1300,Muhammad Maulana,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,4,24000,11200,Saldo Tabungan Wadiah Koperasi,8
KOP-20257080,2025-01-26 08:47:00,ANG-421,Khadijah Suryono,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Tunai,0
KOP-20257081,2025-02-16 09:26:00,ANG-1054,Dina Ramadhan,Santri Asrama,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,4,100000,52000,QRIS Kopontren,8
KOP-20257082,2025-05-02 15:31:00,ANG-1802,Hasan Wijaya,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,Kartu Santri Smart Card (RFID),4
KOP-20257083,2025-11-20 16:47:00,ANG-1737,Khadijah Firmansyah,Masyarakat Sekitar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Saldo Tabungan Wadiah Koperasi,0
KOP-20257084,2025-04-15 13:46:00,ANG-605,Rafi Suryono,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,Tunai,6
KOP-20257085,2025-04-29 18:02:00,ANG-1607,Khadijah Nugroho,Wali Santri / Tamu,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,QRIS Kopontren,0
KOP-20257086,2025-07-01 11:30:00,ANG-395,Umar Utami,Wali Santri / Tamu,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Tunai,0
KOP-20257087,2025-12-04 18:24:00,ANG-531,Laila Suryono,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,3,54000,21000,Tunai,0
KOP-20257088,2025-06-24 07:42:00,ANG-1156,Harun Nugroho,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,3,135000,51000,Tunai,6
KOP-20257089,2025-01-17 20:00:00,ANG-1459,Azizah Hidayat,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Saldo Tabungan Wadiah Koperasi,2
KOP-20257090,2025-06-04 20:18:00,ANG-2016,Nisa Utami,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,6,48000,21000,Kartu Santri Smart Card (RFID),12
KOP-20257091,2025-04-27 09:53:00,ANG-172,Danang Wijaya,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,6,108000,42000,Tunai,0
KOP-20257092,2025-06-02 12:34:00,ANG-325,Harun Firmansyah,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,QRIS Kopontren,0
KOP-20257093,2025-10-24 07:14:00,ANG-2303,Fikri Pratama,Santri Asrama,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Kartu Santri Smart Card (RFID),4
KOP-20257094,2025-11-11 07:15:00,ANG-1721,Ahmad Saputra,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,QRIS Kopontren,0
KOP-20257095,2025-01-06 21:01:00,ANG-2439,Danang Hidayat,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Tunai,0
KOP-20257096,2025-06-01 20:00:00,ANG-1741,Muhammad Nugroho,Wali Santri / Tamu,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Tunai,0
KOP-20257097,2025-09-11 16:06:00,ANG-360,Rizky Hidayat,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Tunai,0
KOP-20257098,2025-05-01 07:40:00,ANG-903,Farhan Firmansyah,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Saldo Tabungan Wadiah Koperasi,2
KOP-20257099,2025-02-12 10:29:00,ANG-472,Muhammad Saputra,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,0
KOP-20257100,2025-04-15 17:58:00,ANG-1433,Danang Wijaya,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Kartu Santri Smart Card (RFID),0
KOP-20257101,2025-08-28 18:52:00,ANG-2233,Zaid Ramadhan,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Tunai,2
KOP-20257102,2025-02-28 19:53:00,ANG-449,Farhan Ramadhan,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,6,270000,102000,Kartu Santri Smart Card (RFID),12
KOP-20257103,2025-08-02 18:47:00,ANG-1993,Safira Utami,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,Tunai,4
KOP-20257104,2025-05-21 13:54:00,ANG-1119,Nisa Suryono,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,QRIS Kopontren,2
KOP-20257105,2025-10-13 13:25:00,ANG-2308,Muhammad Lestari,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Kartu Santri Smart Card (RFID),2
KOP-20257106,2025-03-16 13:43:00,ANG-669,Khadijah Maulana,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Kartu Santri Smart Card (RFID),4
KOP-20257107,2025-11-12 19:14:00,ANG-2203,Aisyah Utami,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,6,108000,42000,Saldo Tabungan Wadiah Koperasi,0
KOP-20257108,2025-06-04 13:08:00,ANG-1611,Fatimah Hidayat,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,6,48000,21000,Kartu Santri Smart Card (RFID),12
KOP-20257109,2025-11-22 18:51:00,ANG-325,Zahra Santoso,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,4,72000,28000,QRIS Kopontren,8
KOP-20257110,2025-02-05 13:32:00,ANG-1716,Ilham Wijaya,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,QRIS Kopontren,4
KOP-20257111,2025-02-05 07:44:00,ANG-1605,Farhan Saputra,Santri Asrama,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,3,54000,21000,QRIS Kopontren,6
KOP-20257112,2025-07-25 10:25:00,ANG-1647,Umar Firmansyah,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Tunai,2
KOP-20257113,2025-09-23 09:00:00,ANG-256,Azizah Lestari,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Saldo Tabungan Wadiah Koperasi,0
KOP-20257114,2025-08-23 20:24:00,ANG-1052,Safira Pratama,Masyarakat Sekitar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,Kartu Santri Smart Card (RFID),0
KOP-20257115,2025-07-06 07:31:00,ANG-1185,Rafi Wijaya,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Tunai,4
KOP-20257116,2025-01-28 18:12:00,ANG-612,Ilham Wijaya,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Saldo Tabungan Wadiah Koperasi,2
KOP-20257117,2025-02-19 08:28:00,ANG-2020,Rafi Hakim,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,12,300000,156000,Tunai,0
KOP-20257118,2025-06-03 10:51:00,ANG-899,Harun Hidayat,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,QRIS Kopontren,2
KOP-20257119,2025-09-15 14:13:00,ANG-1813,Nurul Lestari,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,3,195000,75000,Tunai,6
KOP-20257120,2025-06-01 08:02:00,ANG-1245,Muhammad Hakim,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,QRIS Kopontren,2
KOP-20257121,2025-11-27 15:37:00,ANG-789,Zahra Maulana,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,QRIS Kopontren,2
KOP-20257122,2025-12-02 09:32:00,ANG-996,Hana Hidayat,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Tunai,0
KOP-20257123,2025-01-31 15:53:00,ANG-189,Ali Ramadhan,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,Saldo Tabungan Wadiah Koperasi,0
KOP-20257124,2025-06-16 12:15:00,ANG-334,Khadijah Santoso,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,4,380000,140000,Kartu Santri Smart Card (RFID),8
KOP-20257125,2025-12-02 07:17:00,ANG-640,Taufiq Firmansyah,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Kartu Santri Smart Card (RFID),0
KOP-20257126,2025-04-12 15:20:00,ANG-1799,Khadijah Wijaya,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,3,24000,10500,Saldo Tabungan Wadiah Koperasi,0
KOP-20257127,2025-11-21 11:33:00,ANG-971,Ahmad Wijaya,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Saldo Tabungan Wadiah Koperasi,4
KOP-20257128,2025-05-07 11:41:00,ANG-1923,Ibrahim Hakim,Santri Asrama,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Saldo Tabungan Wadiah Koperasi,4
KOP-20257129,2025-02-17 20:24:00,ANG-1995,Aisyah Pratama,Wali Santri / Tamu,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,3,75000,39000,Saldo Tabungan Wadiah Koperasi,0
KOP-20257130,2025-02-08 08:00:00,ANG-2135,Maryam Firmansyah,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,3,10500,4500,Tunai,6
KOP-20257131,2025-05-29 21:20:00,ANG-676,Ilham Utami,Santri Asrama,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,6,150000,78000,Saldo Tabungan Wadiah Koperasi,12
KOP-20257132,2025-08-08 21:35:00,ANG-651,Ibrahim Lestari,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Saldo Tabungan Wadiah Koperasi,0
KOP-20257133,2025-10-09 16:08:00,ANG-2209,Umar Saputra,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Saldo Tabungan Wadiah Koperasi,2
KOP-20257134,2025-05-16 11:24:00,ANG-707,Ibrahim Pratama,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,6,570000,210000,Tunai,12
KOP-20257135,2025-01-10 07:45:00,ANG-1574,Taufiq Saputra,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,QRIS Kopontren,2
KOP-20257136,2025-09-30 19:25:00,ANG-2027,Hana Firmansyah,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Kartu Santri Smart Card (RFID),0
KOP-20257137,2025-01-30 10:02:00,ANG-418,Khadijah Suryono,Masyarakat Sekitar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Tunai,0
KOP-20257138,2025-10-01 15:20:00,ANG-836,Ahmad Firmansyah,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Saldo Tabungan Wadiah Koperasi,0
KOP-20257139,2025-02-08 14:16:00,ANG-2479,Fatimah Lestari,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,QRIS Kopontren,2
KOP-20257140,2025-08-19 14:25:00,ANG-437,Azizah Saputra,Wali Santri / Tamu,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,QRIS Kopontren,0
KOP-20257141,2025-02-08 08:44:00,ANG-289,Danang Lestari,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Tunai,0
KOP-20257142,2025-12-22 20:54:00,ANG-1333,Salma Santoso,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,QRIS Kopontren,0
KOP-20257143,2025-06-27 16:13:00,ANG-1442,Ahmad Pratama,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,2
KOP-20257144,2025-03-27 12:12:00,ANG-2457,Ahmad Saputra,Ustadz / Pengajar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,3,24000,10500,QRIS Kopontren,6
KOP-20257145,2025-02-11 08:43:00,ANG-917,Farhan Maulana,Santri Asrama,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,6,150000,78000,Kartu Santri Smart Card (RFID),12
KOP-20257146,2025-05-07 15:29:00,ANG-1034,Umar Kusuma,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,QRIS Kopontren,6
KOP-20257147,2025-06-21 07:55:00,ANG-1656,Khadijah Maulana,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Kartu Santri Smart Card (RFID),0
KOP-20257148,2025-06-27 18:27:00,ANG-277,Rania Hidayat,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,6,21000,9000,QRIS Kopontren,0
KOP-20257149,2025-02-11 15:29:00,ANG-855,Aisyah Santoso,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Kartu Santri Smart Card (RFID),2
KOP-20257150,2025-07-03 08:11:00,ANG-344,Ahmad Utami,Santri Asrama,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Tunai,2
KOP-20257151,2025-02-04 09:07:00,ANG-1319,Umar Saputra,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Kartu Santri Smart Card (RFID),2
KOP-20257152,2025-04-18 14:24:00,ANG-306,Umar Pratama,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,QRIS Kopontren,4
KOP-20257153,2025-08-02 18:26:00,ANG-803,Ahmad Kusuma,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Saldo Tabungan Wadiah Koperasi,2
KOP-20257154,2025-06-05 15:14:00,ANG-2456,Zahra Pratama,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,3,24000,10500,QRIS Kopontren,6
KOP-20257155,2025-11-29 21:08:00,ANG-882,Azizah Suryono,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Kartu Santri Smart Card (RFID),4
KOP-20257156,2025-06-07 11:04:00,ANG-1938,Muhammad Pratama,Karyawan Pesantren,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,QRIS Kopontren,6
KOP-20257157,2025-05-18 16:47:00,ANG-2039,Zaid Santoso,Ustadz / Pengajar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,QRIS Kopontren,2
KOP-20257158,2025-11-03 18:46:00,ANG-2431,Ilham Wijaya,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,QRIS Kopontren,2
KOP-20257159,2025-01-01 19:38:00,ANG-2204,Azizah Maulana,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Saldo Tabungan Wadiah Koperasi,4
KOP-20257160,2025-12-08 18:19:00,ANG-179,Putri Saputra,Santri Asrama,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Kartu Santri Smart Card (RFID),4
KOP-20257161,2025-11-27 19:25:00,ANG-580,Khadijah Pratama,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Tunai,4
KOP-20257162,2025-01-10 08:59:00,ANG-2140,Dina Lestari,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,6,21000,9000,Saldo Tabungan Wadiah Koperasi,12
KOP-20257163,2025-09-15 21:34:00,ANG-1127,Ilham Pratama,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,QRIS Kopontren,2
KOP-20257164,2025-06-07 17:16:00,ANG-1126,Ilham Hidayat,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,Kartu Santri Smart Card (RFID),4
KOP-20257165,2025-05-04 14:25:00,ANG-2463,Ali Maulana,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,6,270000,102000,Kartu Santri Smart Card (RFID),12
KOP-20257166,2025-09-07 07:45:00,ANG-924,Fikri Saputra,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,QRIS Kopontren,2
KOP-20257167,2025-09-03 13:07:00,ANG-2427,Rania Kusuma,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Saldo Tabungan Wadiah Koperasi,0
KOP-20257168,2025-08-10 14:20:00,ANG-832,Safira Hidayat,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Tunai,0
KOP-20257169,2025-02-18 21:44:00,ANG-2341,Azizah Santoso,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,QRIS Kopontren,0
KOP-20257170,2025-03-25 09:29:00,ANG-2395,Ibrahim Lestari,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,6,150000,78000,Saldo Tabungan Wadiah Koperasi,12
KOP-20257171,2025-12-01 20:59:00,ANG-2032,Ilham Santoso,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,QRIS Kopontren,4
KOP-20257172,2025-11-29 14:54:00,ANG-556,Ilham Maulana,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,Saldo Tabungan Wadiah Koperasi,4
KOP-20257173,2025-08-14 18:09:00,ANG-1905,Ahmad Hakim,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,4,24000,11200,QRIS Kopontren,0
KOP-20257174,2025-12-03 19:24:00,ANG-856,Rizky Saputra,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,4,100000,52000,QRIS Kopontren,8
KOP-20257175,2025-03-03 10:51:00,ANG-2237,Danang Utami,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Tunai,0
KOP-20257176,2025-09-23 13:47:00,ANG-2463,Muhammad Utami,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,QRIS Kopontren,0
KOP-20257177,2025-08-09 21:55:00,ANG-2280,Fatimah Firmansyah,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,6,150000,78000,Tunai,12
KOP-20257178,2025-12-04 16:11:00,ANG-193,Zahra Wijaya,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Saldo Tabungan Wadiah Koperasi,0
KOP-20257179,2025-06-10 15:52:00,ANG-1968,Laila Pratama,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,QRIS Kopontren,6
KOP-20257180,2025-04-24 07:36:00,ANG-2122,Rafi Lestari,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Kartu Santri Smart Card (RFID),2
KOP-20257181,2025-05-14 21:09:00,ANG-1795,Muhammad Saputra,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,0
KOP-20257182,2025-06-03 18:35:00,ANG-752,Nisa Santoso,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Saldo Tabungan Wadiah Koperasi,4
KOP-20257183,2025-11-01 12:49:00,ANG-2216,Danang Suryono,Santri Asrama,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,4,180000,68000,Saldo Tabungan Wadiah Koperasi,8
KOP-20257184,2025-07-07 21:45:00,ANG-1365,Ibrahim Pratama,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Kartu Santri Smart Card (RFID),2
KOP-20257185,2025-05-26 13:40:00,ANG-1726,Danang Santoso,Masyarakat Sekitar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Tunai,0
KOP-20257186,2025-09-17 20:57:00,ANG-1391,Danang Kusuma,Santri Asrama,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Tunai,2
KOP-20257187,2025-05-09 17:36:00,ANG-1012,Azizah Hidayat,Wali Santri / Tamu,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Kartu Santri Smart Card (RFID),0
KOP-20257188,2025-08-26 19:14:00,ANG-1920,Ahmad Wijaya,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,QRIS Kopontren,6
KOP-20257189,2025-05-23 17:12:00,ANG-2246,Salma Utami,Santri Asrama,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,6,21000,9000,Kartu Santri Smart Card (RFID),12
KOP-20257190,2025-12-05 07:51:00,ANG-2467,Khadijah Hakim,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,QRIS Kopontren,2
KOP-20257191,2025-01-23 07:31:00,ANG-127,Ali Ramadhan,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,Saldo Tabungan Wadiah Koperasi,4
